"[AG-409] BÁO CÁO CHI TIẾT TIẾN ĐỘ ĐƠN HÀNG NĂM 2025","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","42","","","","","",""
"STT","THÁNG","NGÀY ĐẶT HÀNG","CỬA HÀNG","","SỐ PO","","THÔNG TIN ĐƠN HÀNG","","","","","","","THỰC HIỆN ĐƠN HÀNG","","","TIẾN ĐỘ ĐƠN HÀNG","","","","","",""
"","","","","KHÁCH HÀNG","","LOẠI SẢN PHÂM","MÃ SẢN PHẨM","TÊN SẢN PHẨM","LOẠI VÀNG","QUY CÁCH 
(Độ dài/Đường kính)","SỐ LƯỢNG
(Sợi/Viên)","TỔNG TRỌNG LƯỢNG
(Gram)","DEADLINE ĐƠN HÀNG","NGÀY ĐỀ XUẤT NVL","NGÀY NHẬN NVL","NGÀY BẮT ĐẦU THỰC HIỆN","ĐÃ GIAO","TIẾN ĐỘ HOÀN THÀNH","TRẠNG THÁI ĐƠN HÀNG","NGÀY HOÀN TẤT","","",""
"[1]","[2]","[3]","[4]","","[5]","","[6]","[7]","[8]","[9]","[10]","[11]","[12]","[13]","[14]","[15]","","[16]","[17]","[18]","","",""
"325","THÁNG 06","26/06/2025","PKD SĨ","Bảo Tín Gold","[DHAG-25/06/16]","DD","CY40CA4","DÂY CONG KHẾ 0.40MM","610Y","48","2","5.74","","","","","2","Đã giao đủ (dư 1 sợi)","HOÀN TẤT","","","",""
"320","THÁNG 06","26/06/2025","PKD SĨ","Bảo Tín Gold","[DHAG-25/06/16]","DD","CY40CA4","DÂY CONG KHẾ 0.40MM","610Y","50","2","5.98","","","","","2","Đã giao đủ (dư 1 sợi)","HOÀN TẤT","","","",""
"331","THÁNG 07","17/07/2025","PKD SĨ","Kim Thanh ","[DHAG-25/07/04]","DD","BY70FS","LẮC FRANCO VUÔNG 0.70MM","680Y","16","6","37.44","","","","","6","Đã giao đủ","HOÀN TẤT","","","",""
"329","THÁNG 07","17/07/2025","PKD SĨ","Kim Thanh ","[DHAG-25/07/04]","DD","BY60FS","LẮC FRANCO VUÔNG 0.60MM","680Y","16","6","29.94","","","","","7","Đã giao đủ (dư 1 sợi)","HOÀN TẤT","","","",""
"330","THÁNG 07","17/07/2025","PKD SĨ","Kim Thanh ","[DHAG-25/07/04]","DD","BY50FS","LẮC FRANCO VUÔNG 0.50MM","680Y","16","6","21.24","","","","","6","Đã giao đủ ","HOÀN TẤT","","","",""
"332","THÁNG 07","17/07/2025","PKD SĨ","Kim Thanh ","[DHAG-25/07/04]","DD","BY40FS","LẮC FRANCO VUÔNG 0.40MM","680Y","15","4","9.96","","","","","6","Đã giao đủ (dư 2 sợi)","HOÀN TẤT","","","",""
"332","THÁNG 07","17/07/2025","PKD SĨ","Kim Thanh ","[DHAG-25/07/04]","DD","BY35FS","LẮC FRANCO VUÔNG 0.35","680Y","22","5","9.85","","","","","5","Đã giao đủ ","HOÀN TẤT","","","",""
"335","THÁNG 07","17/07/2025","PKD SĨ","Kim Thanh ","[DHAG-25/07/04]","DD","CY35FS","DÂY FRANCO VUÔNG 0.35","680Y","44","3","11.82","","","","","3","Đã giao đủ ","HOÀN TẤT","","","",""
"","THÁNG 07","17/07/2025","PKD SĨ","Kim Thanh ","[DHAG-25/07/04]","DD","CY35FS","DÂY FRANCO VUÔNG 0.35","680Y","42","3","11.28","","","","","3","Đã giao đủ ","HOÀN TẤT","","","",""
"328","THÁNG 07","17/07/2025","PKD SĨ","Kim Thanh ","[DHAG-25/07/04]","BB","GBY468-1","VÒNG BI 4.0-6.0-8.0 KHẮC DƯA HẤU","680Y","50","1","9.58","","","","","1","Đã giao đủ ","HOÀN TẤT","","","",""
"329","THÁNG 07","17/07/2025","PKD SĨ","Kim Thanh ","[DHAG-25/07/04]","BB","GBY468-1","VÒNG BI 4.0-6.0-8.0 KHẮC DƯA HẤU","680Y","52","1","9.82","","","","","1","Đã giao đủ ","HOÀN TẤT","","","",""
"330","THÁNG 07","17/07/2025","PKD SĨ","Kim Thanh ","[DHAG-25/07/04]","BB","GBY468-1","VÒNG BI 4.0-6.0-8.0 KHẮC DƯA HẤU","680Y","54","1","10.06","","","","","1","Đã giao đủ ","HOÀN TẤT","","","",""
"331","THÁNG 07","17/07/2025","PKD SĨ","Hai Nho","[DHAG-25/07/05]","BB","BBY4","LẮC BI 4.0 KHẮC DƯA HẤU","680Y","16","4","8.12","","","","","4","Đã giao đủ ","HOÀN TẤT","","","",""
"332","THÁNG 07","17/07/2025","PKD SĨ","Hai Nho","[DHAG-25/07/05]","BB","BBY6","LẮC BI 6.0 KHẮC CHỮ S","680Y","16","4","29.48","","","","","4","Đã giao đủ ","HOÀN TẤT","","","",""
"337","THÁNG 07","17/07/2025","PKD SĨ","Hai Nho","[DHAG-25/07/05]","BB","CY60FS","DÂY FRANCO VUÔNG 0.60","680Y","56","1","16.06","","","","","1","Đã giao đủ ","HOÀN TẤT","","","",""
"336","THÁNG 07","17/07/2025","PKD SĨ","Hai Nho","[DHAG-25/07/05]","BB","CY60FS","DÂY FRANCO VUÔNG 0.60","680Y","48","1","13.77","","","","","1","Đã giao đủ ","HOÀN TẤT","","","",""
"335","THÁNG 07","24/07/2025","PKD SĨ","Chào hàng","[DHAG-25/07/06]","BB","BBY2","LẮC BI 2.0MM KIỂU CARO","610Y","16","10","36.10","","","","","","","CHƯA HOÀN TẤT","","","",""
"336","THÁNG 07","24/07/2025","PKD SĨ","Chào hàng","[DHAG-25/07/06]","BB","BBY3","LẮC BI 3.0 KIỂU XOÁY","610Y","16","10","43.56","","","","","","","CHƯA HOÀN TẤT","","","",""
"337","THÁNG 07","24/07/2025","PKD SĨ","Chào hàng","[DHAG-25/07/06]","BB","BBY4","LẮC BI 4.0 KIỂU NGANG","610Y","16","10","54.56","","","","","","","CHƯA HOÀN TẤT","","","",""
"338","THÁNG 07","24/07/2025","PKD SĨ","Chào hàng","[DHAG-25/07/06]","BB","BBY4","LẮC BI 4.0MM KIỂU DƯA HẤU","610Y","16","10","54.56","","","","","","","CHƯA HOÀN TẤT","","","",""
"339","THÁNG 07","24/07/2025","PKD SĨ","Chào hàng","[DHAG-25/07/06]","BB","BBY6","LẮC BI 6.0 KIẾU S CONG ","610Y","16","15","109.73","","","","","","","CHƯA HOÀN TẤT","","","",""
"340","THÁNG 07","24/07/2025","PKD SĨ","Chào hàng","[DHAG-25/07/06]","BB","BBY46","LẮC BI 4.0MM/6.0MM
+ BI 4.0MM KIỂU DƯA HẤU
+ BI 6.0 KIẾU DƯA HẤU","610Y","16","15","90.24","","","","","","","CHƯA HOÀN TẤT","","","",""
"341","THÁNG 07","24/07/2025","PKD SĨ","Chào hàng","[DHAG-25/07/06]","BB","BBY35","LẮC BI 3.0MM/5.0MM
+ BI 3.0MM KIẾU CHỮ S
+ BI 5.0MM KIỂU CHỮ S","610Y","16","15","98.85","","","","","","","CHƯA HOÀN TẤT","","","",""
"342","THÁNG 07","24/07/2025","PKD SĨ","Chào hàng","[DHAG-25/07/06]","BB","CBY4","DAY BI 4.0MM KIỂU DƯA HẤU","610Y","45","5","80.35","","","","","","","CHƯA HOÀN TẤT","","","",""
"343","THÁNG 07","24/07/2025","PKD SĨ","Chào hàng","[DHAG-25/07/06]","BB","CBY6","DAY BI 6.0MM KIỂU DƯA HẤU","610Y","47","5","150.90","","","","","","","CHƯA HOÀN TẤT","","","",""
"344","THÁNG 07","24/07/2025","PKD SĨ","Chào hàng","[DHAG-25/07/06]","BB","CBY5","DAY BI 5.0MM KIỂU S CONG","610Y","46","5","101.94","","","","","","","CHƯA HOÀN TẤT","","","",""
"345","THÁNG 07","29/07/2025","CH1","SR","[DHAG-25/07/07]","DD","CY30HE","DÂY MÌ DẸP TRƠN 0.30MM","750Y","48.5","1","4.27","","","","","","","CHƯA HOÀN TẤT","","","",""
"346","THÁNG 07","29/07/2025","CH1","SR","[DHAG-25/07/07]","DD","CY25HE","DÂY MÌ DẸP TRƠN 0.25MM","750Y","46","5","12.20","","","","","","","CHƯA HOÀN TẤT","","","",""
"347","THÁNG 07","29/07/2025","CH1","SR","[DHAG-25/07/07]","DD","CY30HF","DÂY MÌ DẸP KHẮC MÁY 0.30MM","750Y","46","5","20.20","","","","","","","CHƯA HOÀN TẤT","","","",""
"348","THÁNG 07","29/07/2025","CH1","SR","[DHAG-25/07/07]","DD","CY25SS","DÂY MÌ VUÔNG KHẮC MÁY 0.25MM","750Y","46","5","12.20","","","","","","","CHƯA HOÀN TẤT","","","",""
"349","THÁNG 07","29/07/2025","CH1","SR","[DHAG-25/07/07]","DD","CY30SS","DÂY MÌ VUÔNG KHẮC MÁY 0.30MM","750Y","46","5","16.90","","","","","","","CHƯA HOÀN TẤT","","","",""
"350","THÁNG 07","29/07/2025","CH1","SR","[DHAG-25/07/07]","DD","CW25HE","DÂY MÌ DẸP TRƠN 0.25MM","750W","46","5","12.20","","","","","","","CHƯA HOÀN TẤT","","","",""
"351","THÁNG 07","29/07/2025","CH1","SR","[DHAG-25/07/07]","DD","CW30HF","DÂY MÌ DẸP KHẮC MÁY 0.30MM","750W","46","5","20.20","","","","","8","Đã giao đủ (dư 3 sợi)  loại không móc máy","HOÀN TẤT","","","",""
"352","THÁNG 07","29/07/2025","CH1","SR","[DHAG-25/07/07]","DD","CW25SS","DÂY MÌ VUÔNG KHẮC MÁY 0.25MM","750W","46","5","12.20","","","","","","","CHƯA HOÀN TẤT","","","",""
"353","THÁNG 07","29/07/2025","CH1","SR","[DHAG-25/07/07]","DD","CW30SS","DÂY MÌ VUÔNG KHẮC MÁY 0.30MM","750W","46","5","16.90","","","","","6","Đã giao đủ (dư 1 sợi)  loại không móc máy","HOÀN TẤT","","","",""
"354","THÁNG 07","29/07/2025","PKD SĨ","KIM THỦY ","[DHAG-25/07/08]","DD","CW40CA4","DÂY CONG KHẾ 0.40MM","416W","45-47","30","77.49","","","","","26","Đã giao 26 sợi ngày 9/9/2025","CHƯA GIAO ĐỦ","Còn 4 sợi = 15.58gr","61.91","",""
"355","THÁNG 07","29/07/2025","PKD SĨ","KIM THỦY ","[DHAG-25/07/08]","DD","CW30CA4","DÂY CONG KHẾ 0.30MM","416W","45-47","30","51.36","","","","","40","Đã giao đủ (dư 10 sợi)","HOÀN TẤT","","","",""
"356","THÁNG 07","29/07/2025","PKD SĨ","KIM THỦY ","[DHAG-25/07/08]","DD","CW50CA4","DÂY CONG KHẾ 0.50MM","416W","45-47","20","66.62","","","","","19","Đã giao 19 sợi ngày 9/9/2025","CHƯA GIAO ĐỦ","Còn 1 sợi = 5.30gr","61.32","",""
"357","THÁNG 07","29/07/2025","PKD SĨ","KIM THỦY ","[DHAG-25/07/08]","DD","CW70FS","DÂY FRANCO VUÔNG 0.70MM","416W","50-52","10","188.89","","","","","10","Đã giao đủ","HOÀN TẤT","","","",""
"358","THÁNG 07","29/07/2025","PKD SĨ","KIM THỦY ","[DHAG-25/07/08]","DD","CW60FS","DÂY FRANCO VUÔNG 0.60MM","416W","50-52","10","63.50","","","","","12","Đã giao đủ (dư 2 sợi )","HOÀN TẤT","","","",""
"359","THÁNG 07","29/07/2025","PKD SĨ","NGỌC SƠN KHANH ","[DHAG-25/07/09]","DD","CW50CA4","DÂY CONG KHẾ 0.50MM","416W","36","5","12.75","","","","","5","Đã giao đủ","HOÀN TẤT","","","",""
"360","THÁNG 07","29/07/2025","PKD SĨ","NGỌC SƠN KHANH ","[DHAG-25/07/09]","DD","CW50CA4","DÂY CONG KHẾ 0.50MM","416W","38","5","13.45","","","","","5","Đã giao đủ","HOÀN TẤT","","","",""
"361","THÁNG 07","29/07/2025","PKD SĨ","NGỌC SƠN KHANH ","[DHAG-25/07/09]","DD","CW50CA4","DÂY CONG KHẾ 0.50MM","416W","40","5","14.17","","","","","5","Đã giao đủ","HOÀN TẤT","","","",""
"362","THÁNG 07","29/07/2025","PKD SĨ","NGỌC SƠN KHANH ","[DHAG-25/07/09]","DD","CW50CA4","DÂY CONG KHẾ 0.50MM","416W","42","5","14.88","","","","","5","Đã giao đủ","HOÀN TẤT","","","",""
"363","THÁNG 07","29/07/2025","PKD SĨ","NGỌC SƠN KHANH ","[DHAG-25/07/09]","DD","CW50CA4","DÂY CONG KHẾ 0.50MM","416W","45","5","15.94","","","","","5","Đã giao đủ","HOÀN TẤT","","","",""
"364","THÁNG 07","29/07/2025","PKD SĨ","NGỌC SƠN KHANH ","[DHAG-25/07/09]","DD","CW50CA4","DÂY CONG KHẾ 0.50MM","416W","47","5","16.65","","","","","5","Đã giao đủ","HOÀN TẤT","","","",""
"365","THÁNG 07","29/07/2025","PKD SĨ","NGỌC SƠN KHANH ","[DHAG-25/07/09]","BB","BBW38","LẮC BI 3.0MM/8.0MM
-3.0MM CARO
-8.0MM DƯA HẤU","750W","16-17","3","38.11","","","","","3","Đã giao đủ","HOÀN TẤT","","","",""
"366","THÁNG 07","29/07/2025","PKD SĨ","NGỌC SƠN KHANH ","[DHAG-25/07/09]","BB","BBW2.56","LẮC BI 2.5MM/6.0MM
-2.5MM CARO
-6.0MM NGANG","750W","16-17","3","18.72","","","","","3","Đã giao đủ","HOÀN TẤT","","","",""
"367","THÁNG 07","01/08/2025","PKD SĨ","KIM  LONG ","[DHAG-25/07/10]","DD","BY70FS","Lắc Franco vuông 0.70mm","610Y","12","5","22.03","","","","","","","CHƯA HOÀN TẤT","","","",""
"368","THÁNG 07","01/08/2025","PKD SĨ","KIM  LONG ","[DHAG-25/07/10]","DD","BY70FS","Lắc Franco vuông 0.70mm","610Y","13","5","23.86","","","","","","","CHƯA HOÀN TẤT","","","",""
"369","THÁNG 08","05/08/2025","CH1","SR","[DHAG-25/08/01]","DD","CY50CU","DÂY KHOEN LẬT 0.50","24K","46","10","65.00","","","","","11","Đã giao đủ ( dư 1)","HOÀN TẤT","11/09/2025","","",""
"370","THÁNG 08","06/08/2025","PKD SĨ","HAI NHO ","[DHAG-25/08/02]","DD","BY40FS-TT","LẮC FRANCO VUÔNG 0.40MM","680Y","12-13","10","20.00","","","","","","Đã giao đủ","HOÀN TẤT","11/09/2025","","",""
"371","THÁNG 08","06/08/2025","PKD SĨ","HAI NHO ","[DHAG-25/08/02]","DD","BY40FS-TT","LẮC FRANCO VUÔNG 0.40MM","680Y","15-16","5","12.30","","","","","","Đã giao đủ","HOÀN TẤT","11/09/2025","","",""
"372","THÁNG 08","06/08/2025","PKD SĨ","HAI NHO ","[DHAG-25/08/02]","DD","BY50FS-TT","LẮC FRANCO VUÔNG 0.50MM","680Y","15-16","10","36.50","","","","","","Đã giao đủ","HOÀN TẤT","11/09/2025","","",""
"373","THÁNG 08","06/08/2025","PKD SĨ","HAI NHO ","[DHAG-25/08/02]","DD","BY70FS-TT","LẮC FRANCO VUÔNG 0.70MM","680Y","15-16","3","19.98","","","","","","Đã giao đủ","HOÀN TẤT","11/09/2025","","",""
"374","THÁNG 08","06/08/2025","PKD SĨ","HAI NHO ","[DHAG-25/08/02]","BB","BBY468-TT","LẮC BI 4.0/6.0/8.0","680Y","15-16","4","31.16","","","","","","Đã giao đủ","HOÀN TẤT","11/09/2025","","",""
"","THÁNG 08","06/08/2025","PKD SĨ","HAI NHO ","[DHAG-25/08/02]","DD","CY60FS","DÂY FRANCO VUÔNG 0.60MM","680Y","45","3","","","","","","","Đã giao đủ","HOÀN TẤT","11/09/2025","","",""
"376","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","GBY468","VÒNG BI 4.0/6.0/8.0
- 4.0MM DƯA HẤU
- 6.0MM DƯA HẤU
- 8.0MM DƯA HẤU","610Y","50-52","4","32.98","","","","","","","CHƯA HOÀN TẤT","","","",""
"377","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBY2.56","LẮC BI 2.5/6.0
- 2.5MM: XOÁY
- 6.0MM: NGANG","750W","16","5","31.10","","","","","","","CHƯA HOÀN TẤT","","","",""
"378","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBY2.56","LẮC BI 2.5/6.0
- 2.5MM: XOÁY
- 6.0MM: DƯA HẤU","750W","16","5","31.10","","","","","","","CHƯA HOÀN TẤT","","","",""
"379","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBY6","LẮC BI 6.0MM DƯA HẤU","750W","16","3","22.11","","","","","","","CHƯA HOÀN TẤT","","","",""
"380","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBY6","LẮC BI 6.0MM KIỂU NGANG","750W","16","5","36.85","","","","","","","CHƯA HOÀN TẤT","","","",""
"381","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBY6","LẮC BI 6.0MM KIỂU KIM CƯƠNG","750W","16","3","22.11","","","","","","","CHƯA HOÀN TẤT","","","",""
"382","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBY6","LẮC BI 6.0MM KIỂU S CONG","750W","16","3","22.11","","","","","","","CHƯA HOÀN TẤT","","","",""
"383","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBY8","LẮC BI 8.0MM KIỂU DƯA HẤU","750W","16","3","0.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"384","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBY8","LẮC BI 8.0MM KIỂU NGANG FULL","750W","16","3","0.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"385","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBY8","LẮC BI 8.0MM KIỂU S CONG","750W","16","3","0.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"386","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBY8","LẮC BI 8.0MM KIỂU KIM CƯƠNG","750W","16","3","0.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"387","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBW38","LẮC BI 3.0/8.0
- 3.0MM KIỂU XOÁY
- 8.0MM KIỂU NGANG FULL","750W","16","5","59.15","","","","","","","CHƯA HOÀN TẤT","","","",""
"388","THÁNG 08","11/08/2025","PKD SĨ","Chào hàng ","[DHAG-25/08/03]","BB","BBW38","LẮC BI 3.0/8.0
- 3.0MM KIỂU XOÁY
- 8.0MM KIỂU DƯA HẤU","750W","16","5","59.15","","","","","","","CHƯA HOÀN TẤT","","","",""
"389","THÁNG 08","12/08/2025","PKD SĨ","TÁM TỶ","[DHAG-25/08/04]","DD","CR60CA1","DÂY CHỮ CONG 0.60MM","708R","3000","1","382.71","","","","","","Đã giao đủ ngày 27/08/2025","HOÀN TẤT","","","",""
"390","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","DD","CY25HT1","DÂY MÌ DẸP XOẮN 0.25MM","750Y","46","10","24.40","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"391","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","DD","CY30HT1","DÂY MÌ DẸP XOẮN 0.30MM","750Y","46","10","45.00","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"392","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","DD","CW25HT1","DÂY MÌ DẸP XOẮN 0.25MM","750W","46","10","24.40","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"393","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","DD","CW30HT1","DÂY MÌ DẸP XOẮN 0.30MM","750W","46","10","45.00","","","","","6","Đã giao 6 sợi ngày 19/09/2025","CHƯA GIAO ĐỦ","Còn 4 sợi = 19.62gr","25.38","",""
"394","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","BBY2.54","LẮC BI 2.5/4.0","750Y","16.5","5","26.52","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"395","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","BBY36","LẮC BI 3.0/6.0","750Y","16.5","10","55.00","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"396","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","BBY2.546","LẮC BI 2.5/4.0/6.0","750Y","16.5","10","87.80","","","","","9","Đã giao 9 sợi ngày 20/09/2025","CHƯA GIAO ĐỦ","Còn 1 sợi = 26.92gr","60.88","",""
"397","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","BBW2.54","LẮC BI 2.5/4.0","750W","16.5","5","26.52","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"398","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","BBW36","LẮC BI 3.0/6.0","750W","16.5","5","27.50","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"399","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","BBW2.546","LẮC BI 2.5/4.0/6.0","750W","16.5","5","43.90","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"400","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","CBW3","DÂY CHUYỀN BI 3.0","750W","51","10","170.90","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"401","THÁNG 08","12/08/2025","CH1","SR","[DHAG-25/08/05]","BB","CBW2.5","DÂY CHUYỀN BI 2.5","750W","51","10","144.48","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"402","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/06]","BB","GBW3-3","VÒNG BI 3.0-3 TẦNG","750W","50","2","44.24","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"403","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/06]","BB","GBY3-3","VÒNG BI 3.0-3 TẦNG","750Y","50","2","44.24","","","","","","Chờ nguyên liệu","CHƯA HOÀN TẤT","","","",""
"404","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","BBY2.54","LẮC BI 2.5/4.0","750Y","16.5","5","26.52","","","","","","","CHƯA HOÀN TẤT","","","",""
"405","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","BBY36","LẮC BI 3.0/6.0","750Y","16.5","10","55.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"406","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","BBY2.546","LẮC BI 2.5/4.0/6.0","750Y","16.5","10","87.80","","","","","","","CHƯA HOÀN TẤT","","","",""
"407","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","GBY3-01","VÒNG XOẮN BI 1 TẦNG 3.0, KIỂU XOÁY","750Y","52","1","5.40","","","","","","","CHƯA HOÀN TẤT","","","",""
"408","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","GBY4-01","VÒNG XOẮN BI 1 TẦNG 4.0, KIẾU CARO","750Y","52","1","7.00","","","","","","","CHƯA HOÀN TẤT","","","",""
"409","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","GBY2.54-01","VÒNG XOẮN BI 1 TẦNG 2.5/4.0, KIẾU XOÁY","750Y","50","1","7.50","","","","","","","CHƯA HOÀN TẤT","","","",""
"410","THÁNG 08","14/08/2025","CH1","SR","[DHAG-25/08/07]","BB","GBY3-3","VÒNG BI 3.0- 3 TẦNG","750Y","50","2","44.24","","","","","","","CHƯA HOÀN TẤT","","","",""
"411","THÁNG 08","14/08/2025","PSX L2","","[DHAG-25/08/07]","BB","BICR50750Y","BI RỜI 5.0 KIỂU CARO","750Y","","6","15.40","","","","","","","HOÀN TẤT","","","",""
"","THÁNG 08","14/08/2025","PSX L2","","[DHAG-25/08/07]","BB","BICR30750Y","BI RỜI 3.0 KIỂU CARO","750Y","","53","","","","","","","","HOÀN TẤT","","","",""
"413","THÁNG 08","14/08/2025","PSX L2","","[DHAG-25/08/07]","BB","BICR30750Y","BI RỜI 3.0 KIỂU CARO","750Y","","159","12.72","","","","","","","HOÀN TẤT","","","",""
"414","THÁNG 08","18/08/2025","PKD SĨ","QUỐC BẢO GOLD","[DHAG-25/08/08]","DD","CW30SS","DÂY MÌ VUÔNG 0.30MM","750W","42-45","10","41.64","","","","","9","Đã giao 9 sợi ngày 23/09/2025","HOÀN TẤT","","","",""
"415","THÁNG 08","18/08/2025","PKD SĨ","QUỐC BẢO GOLD","[DHAG-25/08/08]","DD","CY30SS","DÂY MÌ VUÔNG 0.30MM","680Y","42-45","10","41.64","","","","","14","Đã giao 14 sợi ngày 23/09/2025","HOÀN TẤT","","","",""
"416","THÁNG 08","18/08/2025","PKD SĨ","QUỐC BẢO GOLD","[DHAG-25/08/08]","DD","CY35SS","DÂY MÌ VUÔNG 0.35MM","680Y","45","10","44.00","","","","","","Khuôn lỗi","CHƯA HOÀN TẤT","","","",""
"417","THÁNG 08","18/08/2025","PKD SĨ","KIM THUY 2","[DHAG-25/08/09]","BB","GBY3-01","VÒNG BI 3.0-1 TẦNG","610Y","48","2","11.19","","","","","2","Đã giao đủ ngày 25/09/2025","HOÀN TẤT","","","",""
"418","THÁNG 08","18/08/2025","PKD SĨ","KIM THUY 2","[DHAG-25/08/09]","BB","GBY3-01","VÒNG BI 3.0-1 TẦNG","610Y","50","2","11.19","","","","","2","Đã giao đủ ngày 25/09/2025","HOÀN TẤT","","","",""
"419","THÁNG 08","18/08/2025","PKD SĨ","KIM THUY 2","[DHAG-25/08/09]","BB","GBY3-01","VÒNG BI 3.0-1 TẦNG","610Y","52","2","11.19","","","","","2","Đã giao đủ ngày 25/09/2025","HOÀN TẤT","","","",""
"420","THÁNG 08","18/08/2025","PKD SĨ","KIM THUY 2","[DHAG-25/08/09]","BB","GBY3-01","VÒNG BI 3.0-1 TẦNG","610Y","54","2","11.19","","","","","2","Đã giao đủ ngày 25/09/2025","HOÀN TẤT","","","",""
"421","THÁNG 08","18/08/2025","PKD SĨ","KIM THUY 2","[DHAG-25/08/09]","BB","GBY46-01","VÒNG BI 4.0/6.0-1 TẦNG","610Y","48","3","24.39","","","","","3","Đã giao đủ ngày 25/09/2025","HOÀN TẤT","","","",""
"422","THÁNG 08","18/08/2025","PKD SĨ","KIM THUY 2","[DHAG-25/08/09]","BB","GBY46-01","VÒNG BI 4.0/6.0-1 TẦNG","610Y","50","3","24.39","","","","","3","Đã giao đủ ngày 25/09/2025","HOÀN TẤT","","","",""
"423","THÁNG 08","18/08/2025","PKD SĨ","KIM THUY 2","[DHAG-25/08/09]","BB","GBY46-01","VÒNG BI 4.0/6.0-1 TẦNG","610Y","52","3","24.39","","","","","3","Đã giao đủ ngày 25/09/2025","HOÀN TẤT","","","",""
"424","THÁNG 08","18/08/2025","PKD SĨ","KIM THUY 2","[DHAG-25/08/09]","BB","GBY46-01","VÒNG BI 4.0/6.0-1 TẦNG","610Y","54","3","24.39","","","","","3","Đã giao đủ ngày 25/09/2025","HOÀN TẤT","","","",""
"425","THÁNG 08","18/08/2025","PKD SĨ","KIM THUY 2","[DHAG-25/08/09]","BB","GBY4-01","VÒNG BI 4.0- 1 TÂNG","610Y","50-52","4","28.14","","","","","4","Đã giao đủ ngày 25/09/2025","HOÀN TẤT","","","",""
